,N_to_C.logFC,N_to_C.AveExpr,N_to_C.t,N_to_C.P.Value,N_to_C.adj.P.Val,N_to_C.B,N_to_C.N_AVG,N_to_C.C_AVG,N_to_C.deltaBeta,N_to_C.CHR,N_to_C.MAPINFO,N_to_C.Strand,N_to_C.Type,N_to_C.gene,N_to_C.feature,N_to_C.cgi,N_to_C.feat.cgi,N_to_C.UCSC_Islands_Name,N_to_C.SNP_ID,N_to_C.SNP_DISTANCE
cg21945520,0.184424232755914,0.693222291453139,4.67730339312994,5.65038298507882e-05,0.0384525734834826,1.53015237088821,0.782459823431807,0.598035590675893,-0.184424232755914,19,35601839,R,II,,IGR,opensea,IGR-opensea,,,
cg23099740,-0.145699391734049,0.225359343508755,-4.67699834347941,5.6552570899881e-05,0.0384525734834826,1.52931190222887,0.154859637830989,0.300559029565039,0.145699391734049,14,23653553,R,II,SLC7A8,TSS1500,opensea,TSS1500-opensea,,rs186790018;rs73600435,33;28
cg16512059,-0.162792402717122,0.213878262110607,-4.67629182390495,5.66656195163145e-05,0.0384525734834826,1.5273653399518,0.135107744666839,0.297900147383961,0.162792402717122,7,99676837,R,II,ZNF3,5'UTR,shore,5'UTR-shore,chr7:99678768-99679702,rs181712849,21
cg24502330,0.130415772055871,0.783181394198163,4.67623745505172,5.66743282495558e-05,0.0384525734834826,1.52721554778845,0.846285800031649,0.715870027975778,-0.13041577205587,1,20914028,F,II,CDA,TSS1500,opensea,TSS1500-opensea,,rs530708611,0
cg13759686,0.167759685776045,0.286687466791943,4.67617177051699,5.66848512872569e-05,0.0384525734834826,1.52703458002043,0.367861508296481,0.200101822520436,-0.167759685776045,1,155618480,F,II,,IGR,opensea,IGR-opensea,,rs139392010,5
cg22005145,-0.223475590457464,0.30418139669994,-4.67587033578154,5.67331677461511e-05,0.0384525734834826,1.52620410056088,0.196048046478586,0.41952363693605,0.223475590457464,5,150399143,R,II,GPX3,TSS1500,shore,TSS1500-shore,chr5:150400000-150400490,rs149913408;rs543108531;rs36207266,30;10;2
cg09327274,0.20328035656007,0.322129095951783,4.67578327770297,5.674712974781e-05,0.0384525734834826,1.52596424928795,0.42049055880343,0.21721020224336,-0.20328035656007,2,204502675,F,II,,IGR,opensea,IGR-opensea,,,
cg08933220,0.123204547417736,0.752723870815105,4.67554719305582,5.67850091695251e-05,0.0384525734834826,1.52531382239305,0.812338974404332,0.689134426986596,-0.123204547417736,12,1728914,F,II,WNT5B,5'UTR,opensea,5'UTR-opensea,,,
cg10179196,-0.0525134179547034,0.0993859952480564,-4.67486963709465,5.68938615049714e-05,0.0384525734834826,1.5234471432283,0.0739762768828773,0.126489694837581,0.0525134179547035,5,134915088,F,II,CXCL14,TSS200,shore,TSS200-shore,chr5:134914178-134914981,rs116997117;rs537778899;rs9327726;rs577361291,0;20;21;30
cg09142559,-0.223060828855209,0.260829008195058,-4.67486777950388,5.68941602197488e-05,0.0384525734834826,1.52344202558614,0.152896349071569,0.375957177926778,0.223060828855209,5,1204118,R,II,SLC6A19,Body,shore,Body-shore,chr5:1201443-1202138,rs189502491;rs531578370;rs146111074,9;2;1
cg16161301,-0.202189458604092,0.451738845188245,-4.67473537737805,5.69154555049627e-05,0.0384525734834826,1.52307725995584,0.353905236186265,0.556094694790357,0.202189458604092,14,73035424,F,II,,IGR,opensea,IGR-opensea,,rs542782602;rs192913061;rs573157972;rs144004922;rs565263218,1;7;16;20;42
cg20617669,-0.175058039424182,0.226394312583086,-4.67464568131379,5.69298865329946e-05,0.0384525734834826,1.52283014967053,0.141688809635901,0.316746849060083,0.175058039424182,1,2138442,F,II,C1orf86,5'UTR,shore,5'UTR-shore,chr1:2136808-2137351,rs567561458;rs536280424,1;34
cg03078958,-0.186233916368129,0.212235772797409,-4.6737920710744,5.70674042308275e-05,0.0384932696914843,1.52047851095509,0.122122587457992,0.30835650382612,0.186233916368129,11,68879844,F,II,,IGR,opensea,IGR-opensea,,rs534413958;rs111448822;rs184946094,0;12;33
cg15755028,-0.128275971611961,0.127348289314884,-4.67328232028566,5.71496830098452e-05,0.0384932696914843,1.51907421203149,0.0652792707929678,0.193555242404929,0.128275971611961,11,64074198,F,II,ESRRA,5'UTR,shore,5'UTR-shore,chr11:64072064-64073914,rs537981467,39
cg26940479,-0.0962294927531633,0.150063757700824,-4.67326581440281,5.71523491895741e-05,0.0384932696914843,1.51902874079004,0.103501099917035,0.199730592670199,0.0962294927531634,16,85201840,R,I,,IGR,shore,IGR-shore,chr16:85202390-85202631,rs555726425;rs575630953;rs117859741;rs557086074;rs117332399,49;43;32;31;2
cg16286874,0.193116269592029,0.547191429338705,4.67277570054688,5.72315731363255e-05,0.0385101951446641,1.51767856112723,0.640634785592912,0.447518516000883,-0.193116269592028,4,77923247,R,II,SEPT11,Body,opensea,Body-opensea,,,
cg13949877,-0.18092928023161,0.247544906136312,-4.67241292837629,5.729028329972e-05,0.0385132982759084,1.51667919943367,0.159998480217791,0.340927760449401,0.18092928023161,19,1501325,F,II,,IGR,shore,IGR-shore,chr19:1503037-1503370,rs548137475;rs566261511;rs539686546;rs557786534,1;14;19;42
cg02517853,-0.147057507512032,0.562686717777062,-4.67135130320802,5.74624379848948e-05,0.0385925864983627,1.51375470926201,0.491529859303498,0.63858736681553,0.147057507512032,11,64051052,F,II,GPR137,TSS1500,shore,TSS1500-shore,chr11:64052607-64053652,rs115085280,19
cg09068039,0.0818169433184992,0.847058887839122,4.67094507791033,5.75284478899152e-05,0.0386005041147572,1.51263569443079,0.886647731380331,0.804830788061833,-0.0818169433184985,4,184705523,R,II,,IGR,opensea,IGR-opensea,,rs568323454;rs533962656,51;9
cg07680679,0.104818544059718,0.78595795164801,4.67015299409024,5.76573748335414e-05,0.0386505832157451,1.51045380983032,0.836676601999486,0.731858057939768,-0.104818544059718,5,76243234,R,II,,IGR,opensea,IGR-opensea,,,
cg22581874,-0.189123906068655,0.207777419281078,-4.66956855793426,5.77526870380131e-05,0.0386780556744299,1.50884394937105,0.116265851828503,0.305389757897158,0.189123906068655,22,29428896,R,II,ZNRF3-AS1,TSS1500,shelf,TSS1500-shelf,chr22:29426510-29426843,rs555260850;rs576327789;rs537453597;rs76891380,48;20;19;1
cg03640732,0.102647383692404,0.81476940929407,4.66891901164155,5.78588012624469e-05,0.0387127040089754,1.50705477461884,0.864437498177491,0.761790114485088,-0.102647383692403,9,650834,F,II,KANK1,5'UTR,opensea,5'UTR-opensea,,rs74985245;rs150287026;rs77109357;rs2031177;rs536724911;rs114264742,0;11;13;24;27;29
cg17739428,0.0373714098511929,0.0740328543298629,4.66858144599693,5.79140246790777e-05,0.0387132687542788,1.50612496489576,0.09211579458044,0.0547443847292472,-0.0373714098511929,19,23598854,R,II,,IGR,opensea,IGR-opensea,,rs554044244,2
cg00920423,-0.159828369835249,0.215404716647425,-4.66784231157927,5.80351248300686e-05,0.0387394031081885,1.50408908650001,0.138068408662628,0.297896778497876,0.159828369835249,15,58505242,R,II,,IGR,opensea,IGR-opensea,,rs563360326,39
cg04031201,0.100794705919196,0.839436846943357,4.66767877236561,5.80619531323959e-05,0.0387394031081885,1.50363863910887,0.888208478839742,0.787413772920547,-0.100794705919196,4,11906061,F,II,,IGR,opensea,IGR-opensea,,rs536341092,19
cg01929314,-0.178977351388676,0.210655349623064,-4.66662917671938,5.82344307497924e-05,0.0388168138100202,1.50074772093334,0.124053405402737,0.303030756791413,0.178977351388676,4,84629827,F,II,,IGR,opensea,IGR-opensea,,rs541473293;rs116070012;rs530080084,0;1;5
cg07580789,-0.231197305798931,0.276986289459483,-4.66603020727252,5.83330859315777e-05,0.0388168138100202,1.49909801311138,0.165116625363226,0.396313931162157,0.231197305798931,10,74713460,F,II,PLA2G12B,Body,opensea,Body-opensea,,,
cg07037963,-0.118838749993371,0.180835018518709,-4.66597886949684,5.8341549402554e-05,0.0388168138100202,1.49895661783388,0.123332397554175,0.242171147547546,0.118838749993371,6,43265846,R,II,SLC22A7,TSS200,opensea,TSS200-opensea,,rs532085095;rs70953675,49;46
cg03280622,0.11943306269813,0.801719850340556,4.66394162436146,5.86783927935014e-05,0.0389898247451535,1.49334579379608,0.859510041968683,0.740076979270554,-0.119433062698129,8,145023013,R,II,PLEC1,Body,shore,Body-shore,chr8:145024449-145025179,,
cg06655414,-0.150678869805277,0.238473751449086,-4.66374430816375,5.87111199669686e-05,0.0389898247451535,1.49280238011593,0.165564620898145,0.316243490703422,0.150678869805277,19,17942272,R,II,JAK3,Body,island,Body-island,chr19:17942061-17942567,,
cg14844771,-0.149579543309916,0.183542378406738,-4.66325122291997,5.87929831204634e-05,0.0390078018697784,1.49144442620624,0.111165180030972,0.260744723340889,0.149579543309916,12,96112091,F,II,NTN4,Body,opensea,Body-opensea,,rs546035908,27
cg08663614,-0.228399712515787,0.337501652545495,-4.66258840148744,5.89032048801817e-05,0.039044543286271,1.48961905365605,0.226985662618501,0.455385375134288,0.228399712515787,12,130530630,R,II,,IGR,shelf,IGR-shelf,chr12:130526915-130527117,rs182352584;rs147544467,45;1
cg24305599,0.136073724862474,0.564604410774949,4.66187829844251,5.9021516853796e-05,0.0390555849695459,1.48766351333878,0.630446535708404,0.49437281084593,-0.136073724862474,10,19273623,R,II,,IGR,opensea,IGR-opensea,,rs532301588;rs550524796;rs149598267,28;22;1
cg11839815,-0.131250318205265,0.191939783209082,-4.66129772376242,5.91184231017337e-05,0.0390555849695459,1.48606471207978,0.128431564722664,0.259681882927929,0.131250318205265,3,127539037,F,II,MGLL,Body,shelf,Body-shelf,chr3:127541270-127542048,rs77169725,0
cg06219343,-0.212087648885874,0.178634134216564,-4.66113383592166,5.91458069169912e-05,0.0390555849695459,1.48561339899741,0.0760110783040441,0.288098727189918,0.212087648885874,16,12293464,F,II,SNX29,ExonBnd,opensea,ExonBnd-opensea,,,
cg21001780,-0.197313971704893,0.196615865598188,-4.66063771152391,5.92287805219967e-05,0.0390555849695459,1.48424718994006,0.101141363160336,0.298455334865229,0.197313971704893,17,72130089,F,II,,IGR,opensea,IGR-opensea,,rs554995342;rs149452177;rs543900943,21;28;48
cg01337514,-0.205836265875833,0.27655852227769,-4.66033181022721,5.92799981321052e-05,0.0390555849695459,1.48340482111893,0.176960329111965,0.382796594987798,0.205836265875833,1,6511026,F,II,ESPN,Body,shore,Body-shore,chr1:6511689-6512110,rs536741232;rs182098965,10;33
cg07618409,-0.167425695894838,0.20726459677176,-4.66020590090342,5.93010921326269e-05,0.0390555849695459,1.4830581035606,0.126252163274257,0.293677859169095,0.167425695894838,17,55742491,F,II,MSI2,Body,opensea,Body-opensea,,rs143360024;rs547800975;rs184781268,33;45;47
cg10103157,-0.194314192916866,0.220181402772568,-4.6601001374258,5.9318816793242e-05,0.0390555849695459,1.48276686287493,0.126158406199891,0.320472599116757,0.194314192916867,15,69659778,R,II,PAQR5,Body,opensea,Body-opensea,,rs191755519;rs77589895;rs542642370;rs183632401,40;32;2;1
cg02283485,0.176819985550064,0.507681965161849,4.65986200458236,5.93587441928116e-05,0.0390555849695459,1.48211112055589,0.593240022686074,0.41642003713601,-0.176819985550063,10,81003020,F,I,ZMIZ1,Body,island,Body-island,chr10:81002109-81003687,rs569677280,33
cg14063129,-0.191249559297492,0.367045940951036,-4.659378462512,5.94399011375873e-05,0.0390728711530572,1.48077961456477,0.27450583161354,0.465755390911032,0.191249559297493,14,105802387,R,II,PACS2,Body,opensea,Body-opensea,,rs111922892;rs587645317,49;7
cg14247575,-0.124073263194724,0.155772674781597,-4.65898450999668,5.95061029507312e-05,0.0390803037433192,1.47969482228339,0.0957372248486662,0.219810488043391,0.124073263194725,11,119056855,R,II,PDZD3,Body,opensea,Body-opensea,,,
cg07986666,-0.198846128426172,0.227258279593453,-4.65840462415057,5.96036831767678e-05,0.0391083112387612,1.47809806691131,0.131042411000144,0.329888539426316,0.198846128426172,12,53298383,R,II,KRT8,Body,shore,Body-shore,chr12:53297442-53297824,rs531480180,19
cg14340912,-0.28527301171009,0.276972475711866,-4.65750764988685,5.97549344602548e-05,0.0391349950700945,1.47562824585343,0.138937147465048,0.424210159175139,0.285273011710091,6,157440949,R,II,ARID1B,Body,opensea,Body-opensea,,rs148651663;rs549283281;rs567509335;rs535659806,48;15;10;2
cg19410870,-0.232151643553553,0.212754788716498,-4.6572903767643,5.97916291968211e-05,0.0391349950700945,1.47502999451191,0.100423348287359,0.332574991840912,0.232151643553553,1,9561559,R,II,,IGR,opensea,IGR-opensea,,rs571086769;rs117630943,39;7
cg24538052,-0.159572221554766,0.294282358857585,-4.65664336707515,5.99010336773029e-05,0.0391349950700945,1.47324850865378,0.217069993589149,0.376642215143916,0.159572221554766,7,2677400,F,II,TTYH3,Body,opensea,Body-opensea,,rs567915534;rs536907488;rs550866787,4;5;15
cg17820345,0.20712907595054,0.667227037178003,4.65578365921249,6.00467113884445e-05,0.0391349950700945,1.47088143439181,0.767450783605684,0.560321707655144,-0.20712907595054,17,27967743,R,II,SSH2,Body,opensea,Body-opensea,,rs532437208,1
cg08103988,-0.111341235282398,0.13102493624038,-4.65565417394269,6.00686831584782e-05,0.0391349950700945,1.4705249222064,0.0771501449747038,0.188491380257102,0.111341235282398,17,6558365,R,I,,IGR,island,IGR-island,chr17:6558221-6558441,rs561959780;rs527911377;rs193107893;rs9911968;rs549644044,50;48;40;38;22
cg03595776,-0.255273377122743,0.233277718270093,-4.65516902358763,6.01510771352642e-05,0.0391349950700945,1.46918916959976,0.109758342242959,0.365031719365703,0.255273377122743,6,6765393,F,II,,IGR,opensea,IGR-opensea,,rs569345249;rs73353709,1;20
cg15556277,-0.200680726215489,0.221298825064865,-4.65455119279421,6.02561669305893e-05,0.0391349950700945,1.467488141682,0.124195247863822,0.324875974079311,0.200680726215489,19,4842709,R,II,PLIN3,Body,opensea,Body-opensea,,,
cg21864406,-0.231189454102628,0.314996111559986,-4.65452091840865,6.02613211281027e-05,0.0391349950700945,1.46740479032955,0.203130246671618,0.434319700774246,0.231189454102628,20,1910913,F,II,SIRPA,Body,opensea,Body-opensea,,,
cg16965924,-0.182497903035056,0.331629189805387,-4.6542419039576,6.03088437968801e-05,0.0391349950700945,1.4666366124001,0.243323752852941,0.425821655887997,0.182497903035056,14,105198895,F,II,ADSSL1,Body,opensea,Body-opensea,,rs553586668,9
cg21601160,-0.177175947614802,0.306998058162275,-4.65410187967813,6.03327072180357e-05,0.0391349950700945,1.46625110252029,0.221267760929306,0.398443708544109,0.177175947614802,12,100592895,F,II,ACTR6,TSS1500,shore,TSS1500-shore,chr12:100594486-100594799,rs546320701;rs75467125;rs184648570;rs554172861;rs141772759,0;7;15;21;37
cg16121744,-0.141986101394955,0.176034377255021,-4.65359422727898,6.04193017246893e-05,0.0391349950700945,1.46485346668099,0.10733142496714,0.249317526362095,0.141986101394955,21,46875149,F,II,COL18A1,TSS1500,shore,TSS1500-shore,chr21:46876168-46876752,rs564126085;rs34336421;rs185132451,33;45;46
cg13603651,-0.18290952842893,0.327056632108624,-4.65308958576033,6.05055049403646e-05,0.0391349950700945,1.4634641431198,0.238552021578496,0.421461550007426,0.18290952842893,13,50199653,F,II,,IGR,opensea,IGR-opensea,,rs537560702,15
cg10396171,0.194031249506959,0.700030311276493,4.6530329957405,6.0515179298062e-05,0.0391349950700945,1.46330834712289,0.793916399747602,0.599885150240643,-0.194031249506959,16,605214,R,I,,IGR,island,IGR-island,chr16:604801-605348,rs570243021;rs537678069;rs552699292;rs182439348,49;48;42;2
cg07629965,0.187313157816053,0.450177167943651,4.65290915533954,6.05363558156862e-05,0.0391349950700945,1.46296740746589,0.540812566886902,0.35349940907085,-0.187313157816052,3,50312389,R,I,SEMA3B,Body,shore,Body-shore,chr3:50312687-50314419,,
cg09035065,-0.226577117567415,0.571762491001861,-4.65287781614746,6.0541715935612e-05,0.0391349950700945,1.46288112910866,0.462128401856337,0.688705519423753,0.226577117567415,2,218809808,F,II,TNS1,TSS1500,opensea,TSS1500-opensea,,rs112069293,2
cg21613099,0.0692491270492204,0.897700770474014,4.65279246004936,6.05563172631245e-05,0.0391349950700945,1.46264613996522,0.931208412594604,0.861959285545384,-0.0692491270492199,3,3080197,R,II,CNTN4,Body,opensea,Body-opensea,,rs559902156;rs113639536;rs41514647,42;25;22
cg14371731,0.134317235492545,0.708774371251768,4.65229470788633,6.06415342430196e-05,0.0391349950700945,1.46127581910911,0.773766581973967,0.639449346481422,-0.134317235492545,10,81003175,R,I,ZMIZ1,Body,island,Body-island,chr10:81002109-81003687,rs554474289;rs76109311;rs142423981;rs553892475,44;31;20;19
cg12806346,-0.209577480732758,0.323013323157164,-4.6520326380945,6.06864493779797e-05,0.0391349950700945,1.46055434510417,0.221604864738088,0.431182345470846,0.209577480732758,3,47463481,R,II,SCAP,Body,shelf,Body-shelf,chr3:47459614-47460027,rs562161334;rs529528112;rs550777450,44;9;2
cg07318118,-0.186738071193499,0.716892336537468,-4.65201884398174,6.06888144127347e-05,0.0391349950700945,1.46051637030035,0.626535205314807,0.813273276508307,0.1867380711935,15,89864753,F,II,POLG,Body,opensea,Body-opensea,,rs2074884;rs538102177;rs3176208;rs552475515;rs570529924;rs537668387,0;1;10;41;50;51
cg12355887,0.140702625372597,0.655935037723452,4.65168934235073,6.07453354897557e-05,0.0391359932433009,1.45960926668059,0.724016953226321,0.583314327853725,-0.140702625372597,5,172305927,F,I,ERGIC1,Body,opensea,Body-opensea,,rs539087848,27
cg04193065,0.207521370644563,0.338346046802327,4.65096681309316,6.08694575864159e-05,0.039161803936233,1.45762020935581,0.438759613243245,0.231238242598682,-0.207521370644563,15,31528995,F,II,,IGR,opensea,IGR-opensea,,rs542245453;rs562647017,5;14
cg04228072,-0.075400981695356,0.067409744789788,-4.65081588734843,6.08954166425436e-05,0.039161803936233,1.45720473044556,0.0309253988081641,0.10632638050352,0.075400981695356,12,113576629,R,II,,IGR,shelf,IGR-shelf,chr12:113572977-113573758,,
cg03838204,-0.216820173566082,0.389671655333063,-4.65030046766355,6.09841511279267e-05,0.0391822251164701,1.45578586268861,0.284758668123669,0.50157884168975,0.216820173566082,2,105199163,R,II,,IGR,opensea,IGR-opensea,,rs7576453;rs540988664,39;21
cg19339311,-0.16735830607731,0.416554552919,-4.64992844860729,6.10482775603366e-05,0.0391822251164701,1.4547617687585,0.335574727397721,0.502933033475031,0.167358306077311,20,42213292,R,II,SGK2,Body,opensea,Body-opensea,,rs139839268;rs188084726,25;2
cg08719577,-0.0239180700035181,0.0684116848110062,-4.64955854472829,6.11121057643169e-05,0.0391822251164701,1.45374350987118,0.0568384251318845,0.0807564951354027,0.0239180700035182,1,3528355,F,I,MEGF6,TSS1500,island,TSS1500-island,chr1:3528333-3528683,,
cg01143068,0.0742116031369808,0.895887128858889,4.64935461233113,6.11473233373249e-05,0.0391822251164701,1.45318213694878,0.93179596908646,0.85758436594948,-0.0742116031369799,15,42888179,F,II,STARD9,Body,opensea,Body-opensea,,rs185791709;rs537987524;rs565818607;rs116067069;rs78898799,0;1;21;34;47
cg23327824,0.131614846700327,0.690037384732421,4.64796934299135,6.13870826646802e-05,0.0392572463071232,1.44936894974063,0.753721987974515,0.622107141274187,-0.131614846700327,2,160082960,R,II,TANC1,Body,opensea,Body-opensea,,rs556526563;rs139875860,10;5
cg19921158,-0.175675202591393,0.449316898545303,-4.64785104603736,6.14076004382452e-05,0.0392572463071232,1.44904332549316,0.364312768259145,0.539987970850538,0.175675202591393,5,17312705,F,II,,IGR,opensea,IGR-opensea,,rs577151405,12
cg12271728,-0.102616662796507,0.175145455442513,-4.64729312561113,6.15044596146378e-05,0.0392572463071232,1.44750761056724,0.125492231508719,0.228108894305226,0.102616662796507,10,27772081,F,II,,IGR,opensea,IGR-opensea,,rs191765946,15
cg12761965,0.115112496359012,0.850198086094106,4.64647669104093,6.16464722132969e-05,0.0392572463071232,1.44526036826274,0.905897681106531,0.790785184747519,-0.115112496359012,1,227051345,R,II,,IGR,opensea,IGR-opensea,,,
cg21340733,-0.232298617842568,0.209830570489693,-4.64631565899689,6.1674520925805e-05,0.0392572463071232,1.44481713348773,0.0974280134690952,0.329726631311664,0.232298617842568,12,53298888,R,II,KRT8,TSS200,shore,TSS200-shore,chr12:53297442-53297824,rs547757128;rs530417612,27;19
cg14015156,0.0766906451689896,0.896589687607502,4.64531439431962,6.18492066532562e-05,0.0392572463071232,1.44206124215098,0.933698064302174,0.857007419133185,-0.0766906451689889,10,121011103,R,II,GRK5,Body,opensea,Body-opensea,,rs572107963;rs147191908,39;38
cg26517831,0.0928644828692231,0.734050674906875,4.64516121307841,6.18759747161202e-05,0.0392572463071232,1.44163963254041,0.77898510210166,0.686120619232437,-0.0928644828692228,7,2768566,F,I,GNA12,3'UTR,opensea,3'UTR-opensea,,rs377610063;rs188316409;rs571721628;rs534306801;rs554370863;rs574183782;rs543283162,0;1;5;28;36;37;43
cg14326739,0.100924235924709,0.859132776418322,4.64502340374907,6.1900066400592e-05,0.0392572463071232,1.44126033375729,0.907967084123826,0.807042848199117,-0.100924235924709,17,6985092,F,II,CLEC10A,TSS1500,opensea,TSS1500-opensea,,,
cg11692194,0.0829625447994221,0.852000091910286,4.64487133316846,6.19266620294369e-05,0.0392572463071232,1.44084178509898,0.892143258748716,0.809180713949294,-0.0829625447994217,17,53639752,R,II,,IGR,shore,IGR-shore,chr17:53638662-53638964,rs191140830;rs556951081,38;1
cg23865097,-0.180827314523426,0.219925013852423,-4.64469130551423,6.19581617354827e-05,0.0392572463071232,1.44034629202422,0.132427926179797,0.313255240703224,0.180827314523427,20,32401102,F,II,CHMP4B,Body,shore,Body-shore,chr20:32399262-32399550,rs117321724,42
cg15154178,-0.237197028863754,0.37336310450056,-4.64459543371068,6.19749430574255e-05,0.0392572463071232,1.44008242368542,0.258590348598744,0.495787377462498,0.237197028863754,20,49289699,R,II,FAM65C,Body,opensea,Body-opensea,,rs111574917;rs34303384;rs552845840,48;19;2
cg05917748,-0.0851556709344837,0.200896604802567,-4.64441672553364,6.20062360352346e-05,0.0392572463071232,1.43959056670595,0.159692247898785,0.244847918833269,0.0851556709344839,15,93139515,R,I,,IGR,opensea,IGR-opensea,,rs12594033;rs537843998;rs547827250;rs138159328;rs534053308,44;28;23;21;6
cg09245312,-0.241717348734634,0.474119751352384,-4.6440997755304,6.20617746499488e-05,0.0392572463071232,1.43871823508833,0.357159743900142,0.598877092634776,0.241717348734634,11,72316926,R,II,PDE2A,Body,opensea,Body-opensea,,rs117804646;rs4944563;rs12291404;rs572356118;rs561756106;rs200814386;rs59684920;rs181848188,48;47;46;45;30;29;27;1
cg20151476,-0.143723841521973,0.253825114016931,-4.64407074803527,6.20668635566989e-05,0.0392572463071232,1.43863834407531,0.184281319732105,0.328005161254078,0.143723841521973,7,1607408,F,I,PSMG3,Body,shelf,Body-shelf,chr7:1609568-1610037,,
cg00303301,-0.164136890174312,0.144253498566603,-4.64391451201898,6.20942609281133e-05,0.0392572463071232,1.43820834433591,0.0648324226758072,0.22896931285012,0.164136890174312,13,80221908,F,II,,IGR,opensea,IGR-opensea,,rs570737900,0
cg13036352,0.236677366339591,0.634247113445307,4.64356991205899,6.21547320364993e-05,0.0392572463071232,1.43725992880424,0.748768419738658,0.512091053399067,-0.236677366339591,6,30651825,F,II,KIAA1949,Body,shelf,Body-shelf,chr6:30654392-30654934,rs534181740,1
cg21507671,-0.270116401571085,0.221986601099148,-4.64309912516094,6.22374411871581e-05,0.0392572463071232,1.43596423632615,0.0912851164679777,0.361401518039062,0.270116401571085,4,184208978,F,II,WWC2,Body,opensea,Body-opensea,,rs528924600;rs547385676;rs146060579,1;20;28
cg26457868,0.0546370685331345,0.922617571030727,4.64288553082971,6.22750020526469e-05,0.0392572463071232,1.43537639195186,0.949054862256437,0.894417793723303,-0.0546370685331343,10,104365686,F,II,SUFU,Body,opensea,Body-opensea,,rs7075269,38
cg03272119,-0.182406704735097,0.366394011755752,-4.6426745435632,6.23121265538097e-05,0.0392572463071232,1.43479572670745,0.278132703012963,0.460539407748061,0.182406704735097,1,110306665,F,II,EPS8L3,TSS200,opensea,TSS200-opensea,,rs183071521;rs375463156;rs115151719,8;22;23
cg05887366,-0.162321902625789,0.426938682638414,-4.64234504987042,6.23701469343646e-05,0.0392590571831922,1.43388892401931,0.348395826529161,0.51071772915495,0.162321902625789,5,1205627,F,II,SLC6A19,Body,shore,Body-shore,chr5:1207045-1207529,rs572867257;rs112372035;rs10072823;rs555392936,1;2;9;30
cg26949668,-0.280478437056135,0.207157358491025,-4.64119352650559,6.25733396373994e-05,0.0393304127583531,1.43071988366732,0.0714419857219274,0.351920422778062,0.280478437056135,11,66496615,R,II,,IGR,shore,IGR-shore,chr11:66494937-66496387,,
cg19381811,0.208276545878853,0.674939893123597,4.64107664496888,6.25940007321338e-05,0.0393304127583531,1.43039822758037,0.775718866935945,0.567442321057093,-0.208276545878852,3,49851713,R,II,UBA7,TSS1500,opensea,TSS1500-opensea,,,
cg01076059,0.120975103284754,0.708173919676473,4.64048462778635,6.26987553962014e-05,0.0393614935210451,1.42876902513844,0.766710259975547,0.645735156690794,-0.120975103284754,10,123513816,F,II,ATE1,Body,opensea,Body-opensea,,rs550345582;rs556768365;rs576713938;rs115121019;rs115010781,0;6;24;25;31
cg25069354,-0.153794565699374,0.142309223250689,-4.64012887653966,6.27617875968208e-05,0.0393663497531633,1.42779003048266,0.0678924979122821,0.221687063611656,0.153794565699374,17,46872871,R,II,TTLL6,TSS1500,opensea,TSS1500-opensea,,rs146671204,32
cg09104166,-0.166480016266113,0.267014273654927,-4.63895945478334,6.29694299331399e-05,0.0394618220362074,1.42457197132447,0.18645942707455,0.352939443340663,0.166480016266113,3,40966445,R,II,,IGR,opensea,IGR-opensea,,rs149150954;rs143285822,22;1
cg26980072,-0.197383476309166,0.68632269942153,-4.6386016168144,6.30331037306735e-05,0.0394646615511996,1.4235872843073,0.590814565723546,0.788198042032712,0.197383476309166,14,70276318,F,II,,IGR,opensea,IGR-opensea,,rs577956724;rs545032418,9;48
cg04481554,-0.141768285718795,0.190520662079365,-4.63831118290939,6.30848306112212e-05,0.0394646615511996,1.42278808627549,0.121923104473497,0.263691390192292,0.141768285718795,17,31846892,R,II,ASIC2,Body,opensea,Body-opensea,,rs114709982;rs183581691,19;1
cg20987579,-0.0356090061097395,0.0921759300526297,-4.63758802907462,6.32138089449423e-05,0.03948113428891,1.42079819003844,0.0749457658059815,0.110554771915721,0.0356090061097395,19,21512280,F,II,ZNF708,TSS200,opensea,TSS200-opensea,,rs562151869;rs529692051;rs547877038;rs12461384,5;20;21;41
cg00507757,0.168499821591948,0.45287183063134,4.63754171372414,6.32220784471056e-05,0.03948113428891,1.42067074612299,0.534404002369379,0.365904180777431,-0.168499821591948,12,56685332,R,II,CS,Body,opensea,Body-opensea,,,
cg22505962,0.129521351290186,0.517382836008612,4.63653689898712,6.34017504517294e-05,0.0395269792077131,1.41790589017726,0.580054457600638,0.450533106310451,-0.129521351290186,3,45067627,F,II,CLEC3B,TSS200,opensea,TSS200-opensea,,,
cg22676347,-0.182366824397388,0.215181072604548,-4.63622212594942,6.34581395414591e-05,0.0395269792077131,1.41703977740758,0.12693906079936,0.309305885196749,0.182366824397388,22,36858270,R,II,,IGR,opensea,IGR-opensea,,rs4471;rs541243819,36;7
cg10578569,-0.166595207338886,0.207573757164244,-4.63620026231379,6.34620580864968e-05,0.0395269792077131,1.41697961892855,0.126963172968008,0.293558380306895,0.166595207338886,18,55845786,F,II,NEDD4L,Body,opensea,Body-opensea,,rs146661346;rs140436267;rs532906840;rs186804633;rs569659808;rs117890285,0;1;7;8;10;43
